Flow	%O2	%CO2	BP	ECG	SpO2	FeO2	FeCO2	MCA	PCA	Volume	VT	Fb	VI	VE	FIO2	FICO2	PETCO2	PETO2	VO2	VCO2	RER	PO2	PCO2	MAP	MCAv	PCAv	HR	Systolic	Diastolic	Barometric Pressure	Water Vapour Pressure	 	 
Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Time	Cmt Text
L/s	%O2	%CO2	mmHg	V	%	%O2	%CO2	cm/s	cm/s	L	L	BPM	L/min	L/min	%O2	%CO2	mmHg	mmHg	L/min	L/min	 	mmHg	mmHg	mmHg	cm/s	cm/s	BPM	mmHg	mmHg	mmHg	mmHg	s	 
-0.001477550017	14.22694423	5.611847471	139.53125	-2.017768729	99.3125	18.74598503	2.203190088	38.03125	22.21875	-0.02898930945	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	41.61486816	90.41351318	#NUM!	#NUM!	#NUM!	96.04922485	37.88681793	102.5349808	52.683918	27.40162086	221.6368103	139.5869293	79.26374054	722.1220093	585.324646	728.2866093	 
-0.0007387750084	13.9486875	5.821418909	138.375	-2.018149539	99.4375	18.71644783	2.22964263	36.46875	19.09375	-0.02997463197	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	41.61486816	90.41351318	#NUM!	#NUM!	#NUM!	94.17066193	39.3016777	101.5563049	52.33347321	27.37322617	55.22320557	138.4222717	77.68382263	722.1220093	563.7144165	729.3766093	 
-0.002216324909	13.82501785	5.874643401	137.65625	-2.016983307	99.28125	18.68730736	2.25594759	36.5625	27.0625	-0.03102426045	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	41.61486816	90.41351318	#NUM!	#NUM!	#NUM!	93.33573151	39.66101074	100.9386444	52.97476959	32.36397171	57.24399185	137.6660156	77.65310669	722.1220093	557.0845947	730.4866093	 
-0.0007387750084	13.70134819	5.971112793	136.25	-2.017721128	99.4375	18.65942192	2.281226635	36.96875	28.09375	-0.03199266642	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	41.61486816	90.41351318	#NUM!	#NUM!	#NUM!	92.50081635	40.31229782	100.7985153	53.16751862	26.75754356	57.72986984	136.3997955	77.91999817	722.1220093	548.3189697	731.5766093	 
0	13.54676112	6.014357693	136.34375	-2.018006735	99.5	18.63303185	2.305192232	37.9375	35.53125	-0.03299490362	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	42.46827698	90.41351318	#NUM!	#NUM!	#NUM!	91.45716858	40.60425186	100.7962646	54.33178711	31.24705696	78.9621048	136.3615875	78.82244873	722.1220093	554.3450928	732.6266093	 
-0.0007387750084	13.76318302	5.904582178	136.75	-2.017935333	99.4375	18.60746002	2.328957796	39.34375	37.4375	-0.0339291133	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	42.46827698	86.03018188	#NUM!	#NUM!	#NUM!	92.91828156	39.86313248	102.2498474	54.42027283	29.75935173	84.53729248	136.7727661	80.65081787	722.1220093	570.7805786	733.6566093	 
-0.001477550017	19.76116134	0.8881737969	137.34375	-2.019744184	99.5	18.58179283	2.353349924	44.21875	40	-0.03486352786	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	42.46827698	86.03018188	#NUM!	#NUM!	#NUM!	133.4119568	5.996257305	102.8390656	53.95734406	32.55605698	61.57342911	137.34375	81.96102905	722.1220093	585.1201172	734.6816093	 
-0.0007387750084	20.37950962	0.1629900919	136.4375	-2.019529978	99.53125	18.55602837	2.377686739	63.21875	38.46875	-0.03574535996	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	42.46827698	86.03018188	#NUM!	#NUM!	#NUM!	137.5865479	1.10038197	103.9059296	53.88068008	31.49097252	83.56384277	136.4513855	83.05265045	722.1220093	584.8989258	735.6816093	 
-0.0007387750084	20.41042703	0.1164186613	139	-2.018435147	99.4375	18.53008842	2.401224136	52.65625	40.40625	-0.03656036779	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	42.46827698	86.03018188	#NUM!	#NUM!	#NUM!	137.7952881	0.7859680057	105.1717224	54.7232132	35.27853394	56.84156799	139.0064545	83.00183868	722.1220093	607.6218262	736.6566093	 
-0.0007387750084	19.94666582	0.3160105067	140.65625	-2.01743552	99.40625	18.50333405	2.424581766	37	22.65625	-0.03749069571	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	42.46827698	86.03018188	#NUM!	#NUM!	#NUM!	134.6643372	2.133456469	104.2935104	54.37455368	28.35612679	55.44768143	140.6979218	81.50871277	722.1220093	611.9412842	737.6566093	 
